NO,SAMPLE_ID,식품코드,DB군,상용제품,식품명,연도,지역 / 제조사,채취시기,식품대분류,식품상세분류,1회제공량,내용량_단위,총내용량(g),총내용량(mL),에너지(㎉),수분(g),단백질(g),지방(g),탄수화물(g),총당류(g),자당(g),포도당(g),과당(g),유당(g),맥아당(g),총 식이섬유(g),칼슘(㎎),철(㎎),철(㎍),마그네슘(㎎),인(㎎),칼륨(㎎),나트륨(㎎),아연(㎎),구리(㎎),망간(㎎),셀레늄(㎍),레티놀(㎍),베타카로틴(㎍),비타민 D3(㎍),토코페롤(㎎),토코트리에놀(㎎),비타민 B1(㎎),비타민 B2(㎎),나이아신(㎎),엽산(DFE)(㎍),비타민 B12(㎍),비타민 C(㎎),총 아미노산(㎎),이소류신(㎎),류신(㎎),라이신(㎎),메티오닌(㎎),페닐알라닌(㎎),트레오닌(㎎),발린(㎎),히스티딘(㎎),아르기닌(㎎),티로신(㎎),시스테인(㎎),알라닌(㎎),아스파르트산(㎎),글루탐산(㎎),글리신(㎎),프롤린(㎎),세린(㎎),콜레스테롤(㎎),총 포화 지방산(g),부티르산(4:0)(g),카프로산(6:0)(g),카프릴산(8:0)(g),카프르산(10:0)(g),라우르산(12:0)(g),미리스트산(14:0)(g),팔미트산(16:0)(g),스테아르산(18:0)(g),아라키드산(20:0)(g),미리스톨레산(14:1)(g),팔미톨레산(16:1)(g),올레산(18:1(n-9))(g),박센산(18:1(n-7))(g),가돌레산(20:1)(g),리놀레산(18:2(n-6)c)(g),알파 리놀렌산(18:3(n-3))(g),감마 리놀렌산(18:3(n-6))(g),에이코사디에노산(20:2(n-6))(g),아라키돈산(20:4(n-6))(g),에이코사트리에노산(20:3(n-6))(g),에이코사펜타에노산(20:5(n-3))(g),도코사펜타에노산(22:5(n-3))(g),도코사헥사에노산(22:6(n-3))(g),트랜스 지방산(g),트랜스 올레산(18:1(n-9)t)(g),트랜스 리놀레산(18:2t)(g),트랜스 리놀렌산(18:3t)(g),회분(g),카페인(㎎),성분표출처,발행기관
7095,D018314-ZZ-AVG,D018314,음식,품목대표,찐빵,2020,전국(대표),평균,빵류,앙금빵류,250,g,-,-,532.43,115.01,12.98,0.31,119.43,27.6,18.85,2.58,5.28,0,0.89,9.46,55.3,1.95,-,36.01,124.02,210.91,585.27,1.46,0.16,0.75,19.40,0,6.94,0,2.95,0.51,0.42,0.04,2.24,30.38,0,0,12279.41,505.98,1022.1,533.05,54.62,676.93,421.29,571.93,250.13,515.16,161.42,136.4,477.52,908.37,3714.78,491.38,1135.21,703.14,6.9,0.42,0,0,0,0.01,0.01,0.03,0.32,0.05,0,0,0.01,0.15,0.01,0,0.51,0.08,0,0,0,0,0,0,0,0,0,0,0,2.26,-,식품영양성분 자료집,식품의약품안전처
7096,D018315-ZZ-AVG,D018315,음식,품목대표,참치 샌드위치,2020,전국(대표),평균,빵류,샌드위치류,250,g,-,-,505.3,156.75,26.34,29.13,34.45,3.46,0,1.08,1.39,0,0.99,4.36,65.61,1.59,-,45.73,228.3,378.8,522.16,0.89,0.05,0.3,56.64,20.44,38.34,0,16.29,0,0,0.27,0.26,25.05,2.13,1.25,18965.03,766.15,1487.35,1522.84,346.24,875.04,955.89,905.05,1195.27,1022.86,478.95,94.09,1114.88,1694.48,4142.2,886.61,476.09,1001.04,47.15,6.6,0.08,0.09,0.07,0.14,0.18,0.49,3.76,1.67,0.14,0.04,0.12,8.91,0.53,0.4,8.91,1.47,0.1,0.03,0,0.04,0.01,0,0.14,0.49,0.25,0.21,0.02,3.34,-,식품영양성분 자료집,식품의약품안전처
7097,D018316-ZZ-AVG,D018316,음식,품목대표,찹쌀도넛,2020,전국(대표),평균,빵류,도넛류,70,g,-,-,201.62,22.95,4.2,3.25,38.89,7.73,1.85,5.12,0.76,0,0,2.72,14.36,0.53,-,8.56,68.2,34.11,218.53,0.38,0.06,0.24,2.64,0,0,0,1.66,0.02,14.04,0.07,0.18,2.58,0,0,4647.96,212.37,418.11,275.57,54.29,272.03,179.13,268.25,111.14,267.13,111.61,43.7,214.04,493.88,1015.47,175.15,272.75,263.35,0.34,0.45,0,0,0,0,0,0.01,0.32,0.11,0.01,0,0,0.54,0.04,0.01,1.29,0.16,0.01,0,0,0,0,0,0,0.02,0,0.02,0,0.7,-,식품영양성분 자료집,식품의약품안전처
7098,D018317-ZZ-AVG,D018317,음식,품목대표,채소샌드위치,2020,전국(대표),평균,빵류,샌드위치류,180,g,-,-,439.87,100.49,7.35,26.55,42.88,25.66,0.17,9.39,9.33,0.97,5.8,4.49,45.27,0.13,-,27.13,84.5,291.3,766.41,0.6,0.05,0.45,26.16,0,462.39,0,22.36,0.25,0,0.07,0.05,22.6,0,2.74,6034.64,186.23,440.52,150.74,50.7,296.36,178.26,216.94,119.81,231.2,151.3,86.68,218.95,327.83,2081.12,209.39,763.86,324.74,11.56,5.19,0,0,0,0,0,0,3.67,1.45,0.07,0,0,6.36,0.25,0.04,14,1.5,0.05,0,0,0,0,0,0,0.1,0.01,0.09,0,2.73,-,식품영양성분 자료집,식품의약품안전처
7099,D018318-ZZ-AVG,D018318,음식,품목대표,초코 소라빵,2020,전국(대표),평균,빵류,기타 빵류,70,g,-,-,222.99,23.06,2.3,7.65,36.23,6.5,2.57,0.83,1.24,0.72,1.14,1.5,46.86,0.86,-,14.67,70.84,127.54,150.4,0.63,0.08,0.17,21.90,14.23,16.23,0,1.77,0.25,0.03,0.5,0.65,14.86,0,0,2077.01,85.41,164.27,81.85,19.59,107.34,79.49,95.4,44.85,64.59,20.84,18.1,70.34,113.13,693.57,133.75,165.97,118.51,13.73,3.04,0.02,0.02,0.04,0.05,0.22,0.21,1.98,0.48,0.02,0.01,0.03,1.72,0.04,0.01,1.09,0.09,0.01,0,0,0.01,0,0,0,0.02,0.01,0,0.01,0.76,-,식품영양성분 자료집,식품의약품안전처
7100,D018319-ZZ-AVG,D018319,음식,품목대표,츄러스,2020,전국(대표),평균,빵류,기타 빵류,70,g,-,-,252.49,15.89,4.62,7.9,40.72,15.91,15.06,0.05,0.03,0,0.78,2.1,16.62,0.41,-,12.74,124.38,44.73,253.88,0.36,0.04,0.3,15.79,0,0,0,5.71,0.02,0,0.01,0,5.32,0,0,4392.73,129.4,320.37,60.39,47.26,239.38,126.27,146.21,85.38,123.76,56.94,34.01,137.84,180.45,1720.96,169.92,573.89,240.34,0,1.71,0,0,0,0,0,0,1.26,0.41,0.04,0,0.01,2.56,0.09,0.03,5.59,0.39,0.05,0,0,0,0,0,0,0.13,0.01,0.1,0.03,0.87,-,식품영양성분 자료집,식품의약품안전처
7101,D018320-ZZ-AVG,D018320,음식,품목대표,치킨버거,2020,전국(대표),평균,빵류,버거류,200,g,-,-,475.56,102.78,24.86,19.49,50.17,3.82,0,2.43,1.39,0,0,5.49,31.22,1.03,-,42.58,260.58,386.94,666.76,1.36,0.14,0.4,25.16,12.24,92.72,0,15.29,1.03,0.15,0.19,2.96,43.14,0.21,0,21437.1,1112.42,1893.86,1541.65,462.04,926.75,909.57,1123.89,769.74,1259.19,579.31,112.35,1084.17,1781.96,4760.25,833.24,1308.83,977.86,60.57,5.02,0.01,0.02,0.02,0.05,0.08,0.24,3.37,1.16,0.07,0.02,0.09,4.9,0.27,0.07,8.23,0.84,0.07,0.01,0.01,0.04,0,0,0.01,0.31,0.08,0.15,0.08,2.7,-,식품영양성분 자료집,식품의약품안전처
7102,D018321-ZZ-AVG,D018321,음식,품목대표,카스텔라,2020,전국(대표),평균,빵류,케이크류,70,g,-,-,234.74,20.96,7.02,8.03,33.59,23.64,23.36,0.14,0.02,0,0.12,0.89,26.35,1.02,-,10.15,131.2,67.51,43.81,0.78,0.05,0.1,15.41,21.07,0,0,0.63,0,0.26,0.14,0.12,25.15,0.47,0,6410.45,282.53,554.8,382.37,62.56,358.32,278.45,313.92,144.29,318.09,168.77,46.44,322.53,559.23,1556.25,237.42,373.34,451.15,147.85,0.8,0,0,0,0,0,0.01,0.59,0.2,0,0,0.06,0.91,0.05,0.01,0.41,0.01,0,0,0,0.06,0,0,0.02,0.01,0,0,0,0.39,-,식품영양성분 자료집,식품의약품안전처
7103,D018322-ZZ-AVG,D018322,음식,품목대표,콤비네이션피자,2020,전국(대표),평균,빵류,피자류,200,g,-,-,548.05,94.84,21.35,28.71,51.07,9.69,0,2.5,3.42,0,3.77,5.13,282.37,1.26,-,51.6,359.2,428.73,882.61,2.61,0.27,0.43,22.86,77.74,166.56,0,3.38,0.05,0.09,0.28,1.15,64.13,0.57,0.86,20644.47,790.79,1644.5,1255.94,284.04,951.18,741.71,1084.78,474.93,749.44,583.66,123.54,691.5,1437.03,5965.07,665.61,2075.48,1125.29,42.31,7.67,0.06,0.09,0.09,0.25,0.32,1.05,4.3,1.46,0.03,0.09,0.28,4.4,0.21,0.05,2.76,0.13,0,0.03,0.01,0.03,0,0.01,0,0.15,0.04,0.09,0.02,4.03,-,식품영양성분 자료집,식품의약품안전처
7104,D018323-ZZ-AVG,D018323,음식,품목대표,크로아상,2020,전국(대표),평균,빵류,페이스트리류,150,g,-,-,669.17,30.97,11.28,40.47,64.96,9.15,1.01,3.09,4.08,0.03,0.95,3.44,55.64,1.2,-,27.05,199.41,165.89,685.04,0.81,0.11,0.39,30.88,20.07,56.2,0,3.26,0.23,0,0.36,0,31.32,0.26,0,10463.91,416.9,855.49,290.4,37.94,586.05,361.82,472.38,238.92,378.84,229.62,62.43,391.78,593.83,3726.27,400.08,807.47,613.7,36.75,14.63,0.09,0.09,0.07,0.16,0.28,0.74,10.86,2.22,0.1,0.06,0.15,7.51,0.25,0.05,5.98,0.61,0.04,0,0,0.03,0,0,0,0.41,0.23,0.17,0.01,2.33,-,식품영양성분 자료집,식품의약품안전처
7105,D018324-ZZ-AVG,D018324,음식,품목대표,페이스트리,2020,전국(대표),평균,빵류,페이스트리류,70,g,-,-,326.3,13.48,5.82,20.76,29.05,4.5,0.87,2.91,0.72,0,0,1.46,13.65,0.32,-,16.04,61.61,71.55,261.05,0.34,0.04,0.22,58.80,103.11,53.84,0,1.4,0.22,0.17,0.08,0,32.65,0,0,6193.45,227.47,451.29,129.67,82.01,310.96,185.86,275.56,114.88,207.87,159.62,95.8,199.51,277.4,2239.8,210.35,724.69,300.73,25.44,10.72,0.08,0.1,0.18,0.29,1.01,1.24,6.4,1.37,0.05,0.09,0.16,3.82,0.1,0.02,1.69,0.16,0.01,0,0,0.01,0.01,0.01,0,0.14,0.02,0.1,0.02,0.89,-,식품영양성분 자료집,식품의약품안전처
7106,D018325-ZZ-AVG,D018325,음식,품목대표,피자빵,2020,전국(대표),평균,빵류,기타 빵류,200,g,-,-,595.65,84.19,17.7,30.09,63.52,16.21,1.68,5.42,6.72,0,2.39,4.34,191.71,1.73,-,45.35,325.31,327.99,1274.89,2.59,0.11,0.49,37.76,50.66,236.25,0,7.61,0,0.69,0.2,0,37.87,0,0,16084.23,743.04,1302.57,832.5,203.67,780.01,596.84,846.9,363.88,730.43,271.51,140.81,696.06,1203.46,4533.07,639.73,1381.2,818.57,91.19,9.84,0,0.09,0.06,0.16,0.2,0.87,6.29,2.1,0.07,0.08,0.65,8.34,0.59,0.08,8.02,0.77,0.08,0.03,0.02,0.06,0,0,0,0.49,0.22,0.24,0.04,4.5,-,식품영양성분 자료집,식품의약품안전처
7107,D018326-ZZ-AVG,D018326,음식,품목대표,햄버거,2020,전국(대표),평균,빵류,버거류,200,g,-,-,527.67,99.69,25.69,27.95,43.34,6.25,0,3.26,2.99,0,0,5.56,31.78,2.71,-,37.46,231.76,406.82,900.73,3.73,0.17,0.39,25.10,14.51,41.92,0,13.28,0.25,0.15,0.3,5.63,33.05,0.8,0,25201.22,1040.95,1885.24,1697.89,522.75,1101.88,1124.45,1244.5,833.67,1474.32,719.67,208.85,1388.53,2045.95,5472.89,1521.48,1628.83,1289.35,90.4,8.83,0.01,0.02,0.02,0.06,0.09,0.54,5.39,2.61,0.08,0.09,0.45,7.52,0.31,0.06,6.31,0.67,0.06,0.01,0.01,0.06,0.01,0,0.01,0.7,0.35,0.32,0.03,3.33,-,식품영양성분 자료집,식품의약품안전처
7108,D018327-ZZ-AVG,D018327,음식,품목대표,햄샌드위치,2020,전국(대표),평균,빵류,샌드위치류,200,g,-,-,439.2,115.12,24.88,23.84,31.28,3.79,0.09,1.03,1.54,0.19,0.93,3.34,160.07,1.1,-,39.82,515.12,377.86,1397.4,2.37,0.11,0.3,47.77,91,90.31,0,8.15,0.28,0,0.38,10.33,77.55,1.63,3.2,21557.7,944.69,1795.91,1494.88,455.71,1026.39,950.36,1079.42,698.93,1158.02,536.51,175.61,1031.96,1897.31,4739.49,873.42,1480.19,1218.9,185.82,6.89,0,0.02,0.02,0.05,0.14,0.61,4.35,1.67,0.04,0.02,0.33,6.4,0.26,0.09,4.41,0.4,0.03,0.03,0.01,0.08,0.01,0,0.02,0.31,0.2,0.11,0,4.88,-,식품영양성분 자료집,식품의약품안전처
7109,D018328-ZZ-AVG,D018328,음식,품목대표,햄치즈샌드위치,2020,전국(대표),평균,빵류,샌드위치류,240,g,-,-,433.09,151.69,21.15,18.37,45.79,9.62,0.05,7.04,2.27,0,0.26,4.14,189.33,2.27,-,35.28,392.67,352.81,658.78,2.39,0.18,0.33,55.54,93.82,165.5,0,5.65,0.33,0.79,0.19,0,48.53,0.66,4.9,18543.19,773.91,1451.91,1186.03,393.92,912.48,759.22,946.12,490.31,893.87,606.01,439.88,879.07,1394.12,4517.7,694.25,1040.35,1164.05,197.74,5.84,0.06,0.07,0.05,0.12,0.16,0.44,3.63,1.27,0.03,0.03,0.26,4.87,0.28,0.02,3.23,0.29,0,0.03,0.01,0.11,0,0,0,0.4,0.18,0.13,0.09,3,-,식품영양성분 자료집,식품의약품안전처
7110,D018329-ZZ-AVG,D018329,음식,품목대표,호떡,2020,전국(대표),평균,빵류,기타 빵류,150,g,-,-,470.6,44.62,8.11,10.61,85.68,1.09,0.04,0.52,0.53,0,0,3.12,20.57,0.57,-,17.49,22.98,49.6,316.31,1.62,0,0,3.02,0,0,0,5.36,0.03,0.05,0.12,1.29,32.25,0,0,7531.06,253.43,581.52,211.19,63.55,397.95,241.72,294.51,154.14,307.19,111.16,84.31,281.68,438.96,2558.19,302.26,829.49,419.82,0,1.33,0,0,0,0,0,0.01,0.97,0.31,0.04,0,0.02,2.03,0.13,0.03,3.83,0.34,0.03,0,0,0,0,0,0,0.07,0,0.05,0.02,0.99,-,식품영양성분 자료집,식품의약품안전처
7111,D018330-ZZ-AVG,D018330,음식,품목대표,가오리회무침,2020,전국(대표),평균,생채및 무침류,어패류무침,230,g,-,-,186.62,181.18,26.07,2.66,14.6,12.57,4.12,3.92,3.43,0,1.1,6.16,914.51,0.77,-,74.4,650.33,483.55,813.55,1.23,0.18,0.64,53.23,0,392.24,0,2.34,0,0.19,0.14,0,40.34,1.34,0,20517.99,913.16,1608.38,1757.21,441.69,861.18,963.22,1061.78,400.81,1877.01,592.45,104.88,1197.14,2068.51,3341.25,1441.72,952.59,935,638.57,0.45,0,0,0,0,0,0.01,0.29,0.14,0.01,0,0.02,0.53,0.04,0,0.82,0.04,0,0,0,0.04,0.02,0.02,0.12,0.01,0,0,0,5.49,-,식품영양성분 자료집,식품의약품안전처
7112,D018331-ZZ-AVG,D018331,음식,품목대표,감자샐러드,2020,전국(대표),평균,생채및 무침류,샐러드,150,g,-,-,189.19,116.18,1.97,11.98,18.37,5.63,0.08,2.22,3.32,0,0,2.73,11.43,0.41,-,20.95,45.85,361.64,354.01,0.29,0.05,0.11,4.18,1.47,50.41,0,12.83,0.03,0.03,0.02,0.08,2.98,0,0.99,1733.79,67.54,110.06,107.98,23.78,69.98,68.2,94.97,29.14,100.58,56.83,6.01,67.81,393.23,351.22,58.42,45.66,82.37,6.8,2.04,0,0,0,0,0,0.01,1.44,0.54,0.04,0,0.01,2.69,0.17,0.03,6.74,0.86,0.06,0.01,0,0,0,0,0,0.09,0.01,0.07,0.01,1.49,-,식품영양성분 자료집,식품의약품안전처
7113,D018332-ZZ-AVG,D018332,음식,품목대표,골뱅이국수무침,2020,전국(대표),평균,생채및 무침류,어패류무침,230,g,-,-,250.52,169.16,11.53,3.38,43.49,8.2,0,5.05,0.16,0,3,3.85,51.71,1.13,-,42.72,100.76,228.24,645.62,1.01,0.32,0.53,26.83,0,351.73,0,2.38,0,0,0.06,0,10.75,0,0,10176.95,318.16,788.96,512.82,99.98,465.92,426.92,382.1,221.73,643.98,313.98,100.41,511.97,832.48,2930.79,438.46,621.88,566.42,33.35,0.42,0,0,0,0,0,0.01,0.31,0.09,0.01,0,0.01,0.53,0.02,0.01,0.89,0.04,0.01,0.01,0,0,0.03,0,0.01,0,0,0,0,2.44,-,식품영양성분 자료집,식품의약품안전처
7114,D018333-ZZ-AVG,D018333,음식,품목대표,과일샐러드,2020,전국(대표),평균,생채및 무침류,샐러드,140,g,-,-,138.69,115.58,1.75,8.87,12.95,13.02,0,5.9,7.12,0,0,4.14,31.4,0.3,-,19.52,48.24,369.83,47.46,0.21,0.09,0.19,1.15,3.64,194.41,0,11.34,0.05,0.22,0.07,0.04,6.44,0,1.16,1524.39,59.16,112.02,96.78,20.88,67.67,70.79,80.44,65.76,94.63,45.06,4.48,60.97,180.26,340.15,58.57,85.14,81.64,5.9,1.27,0,0,0,0,0.01,0.02,0.89,0.32,0.03,0,0.01,1.66,0.11,0.02,3.89,0.51,0.02,0,0,0,0,0,0,0.04,0.01,0.03,0,0.84,-,식품영양성분 자료집,식품의약품안전처
7115,D018334-ZZ-AVG,D018334,음식,품목대표,굴무생채,2020,전국(대표),평균,생채및 무침류,어패류무침,300,g,-,-,149.16,262.37,11.04,3.77,17.76,12.13,1.68,4.38,4.71,0,1.35,7.7,90.33,3.64,-,103.47,173.02,692.53,1097.91,7.63,2.18,0.98,74.44,40.47,1273.67,0,4.5,0,0.27,0.44,0.75,64.53,11.98,99.84,9321.96,347.67,578.69,583.43,115.8,350.07,391.19,461.06,181.39,1565,273.99,88.94,591.16,921.26,1331.83,571.79,552.48,416.19,38.42,0.57,0,0,0,0,0,0.06,0.43,0.07,0.01,0,0.04,0.22,0.06,0.03,0.61,0.09,0,0,0,0.04,0.36,0.01,0.42,0.03,0.01,0,0.02,5.06,-,식품영양성분 자료집,식품의약품안전처
7116,D018335-ZZ-AVG,D018335,음식,품목대표,굴무침,2020,전국(대표),평균,생채및 무침류,어패류무침,80,g,-,-,61.44,65.92,5.34,1.85,5.84,2.19,0,0.78,0.95,0,0.46,2.82,27.21,1.53,-,27.93,90.19,185.4,162.93,4.34,1.13,0.31,36.89,24.75,204.75,0,1.77,0,0.16,0.22,1.35,22.01,6.47,5.27,5028.41,181.62,314.5,313.8,89.45,194.23,217.43,222.24,101.28,945.43,165.34,38.79,255.02,452.78,716.91,304.43,278.02,237.15,22.7,0.49,0,0,0,0,0,0.03,0.34,0.11,0.01,0,0.02,0.75,0.04,0.02,0.75,0.02,0,0,0,0.02,0.21,0.01,0.28,0.02,0.01,0.01,0.01,1.04,-,식품영양성분 자료집,식품의약품안전처
7117,D018336-ZZ-AVG,D018336,음식,품목대표,김무침,2020,전국(대표),평균,생채및 무침류,어패류무침,30,g,-,-,77.57,12.49,6.35,3.22,5.8,1.72,1.5,0.13,0.08,0,0,5.24,72.32,1.51,-,60.18,113.91,385.96,303.3,0.61,0.09,0.48,14.08,0,3073.17,0,1.49,0.01,0,0.42,1.9,168.31,13.88,3.4,5321.04,178.48,394.66,264.72,75.23,221.24,271.6,359,78.75,725.42,145.16,19.95,610.11,478.87,675.69,336.56,213.64,271.95,0,0.46,0,0,0,0,0,0,0.33,0.11,0.01,0,0,0.81,0.02,0.02,1,0.01,0,0.01,0.01,0.02,0.29,0,0,0.02,0.01,0.01,0,2.13,-,식품영양성분 자료집,식품의약품안전처
7118,D018337-ZZ-AVG,D018337,음식,품목대표,낙지무침,2020,전국(대표),평균,생채및 무침류,어패류무침,180,g,-,-,138,146.17,22.33,2.24,7.13,0.26,0,0.19,0.06,0,0,6.8,45.1,0.85,-,40.29,138.64,242.88,611.79,3.9,0.76,0.31,67.84,0,459.79,0,3.57,0.01,0,0.08,7.94,14.09,2.01,1.6,21168.42,958.42,1704.67,1594.24,419.74,818.44,1059.47,920.62,443.95,1690.2,636.61,145.99,1269.48,2420.9,3336.68,1633.65,980.17,1135.17,245.56,0.31,0,0,0,0,0,0,0.23,0.08,0,0,0,0.06,0.02,0.02,0.25,0.03,0,0,0,0.03,0.13,0,0.18,0,0,0,0,2.13,-,식품영양성분 자료집,식품의약품안전처
7119,D018338-ZZ-AVG,D018338,음식,품목대표,느타리버섯무침,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,150,g,-,-,88.01,133.44,4.11,5.66,5.16,0.13,0,0,0.13,0,0,6.99,11.44,0.54,-,20.99,142.76,175.7,466.7,1.74,0.31,0.13,3.07,0,3.19,0,1.52,0.06,0.11,0.12,2.01,10.08,0,0,3568.93,174.45,292.41,263.62,56.42,185.88,214.56,227.55,100.9,201.14,142.75,15.01,225.46,404.29,511.08,180.31,154.8,218.3,0,0.69,0,0,0,0,0,0,0.44,0.23,0.02,0,0.01,1.63,0.04,0.01,1.94,0.01,0,0,0,0,0,0,0,0.02,0,0.01,0,1.63,-,식품영양성분 자료집,식품의약품안전처
7120,D018339-ZZ-AVG,D018339,음식,품목대표,다시마무침,2020,전국(대표),평균,생채및 무침류,어패류무침,90,g,-,-,43.27,73.84,2.31,1.06,6.12,0,0,0,0,0,0,5.45,80.75,0.24,-,64.37,47.79,164.65,2482.97,0.25,0.09,0.11,17.44,3.07,206.36,0,1.34,0.01,0,0.04,0,11.81,0.33,0.19,2055.68,91.12,160.92,141.71,52.19,107.37,102.43,118.63,32.69,172.43,78.39,16.4,123.43,244.04,313.78,115.44,88.85,95.87,11.73,0.25,0,0,0,0,0,0.01,0.16,0.07,0.01,0,0.01,0.47,0.01,0,0.61,0.02,0,0,0,0.02,0.03,0,0.01,0,0,0,0,6.68,-,식품영양성분 자료집,식품의약품안전처
7121,D018340-ZZ-AVG,D018340,음식,품목대표,단호박샐러드,2020,전국(대표),평균,생채및 무침류,샐러드,150,g,-,-,242.52,105.01,2.22,13.45,28.15,21.45,5.15,6.43,6.8,0,3.07,3.06,25.18,0.62,-,17.33,58.54,448.26,105.47,0.5,0.13,0.19,1.27,3.19,1692.75,0,16.94,0.09,0.24,0.1,0,28.15,0,0.17,2034.63,77.41,152.89,108.33,29.06,100.61,78.69,105.28,47.32,156.45,59.55,3.64,124.72,297.34,365.43,96.23,116.84,114.86,6.78,2.02,0,0,0,0,0,0.01,1.44,0.51,0.05,0,0.01,2.96,0.16,0.03,6.42,0.77,0.05,0.01,0,0,0,0,0,0.08,0.01,0.06,0.01,1.17,-,식품영양성분 자료집,식품의약품안전처
7122,D018341-ZZ-AVG,D018341,음식,품목대표,달래무침,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,60,g,-,-,37.79,51.47,1.75,1.81,3.64,2.3,0.59,0.87,0.84,0,0,1.72,33.49,0.56,-,19.51,36.37,161.2,340.26,0.4,0.04,0.69,3.33,0,383.19,0,1.2,0,0.05,0.06,0.25,33.86,0,4.03,1469.74,67.53,109.99,74.23,24.2,72.48,67.14,87.06,30.74,96.31,37.87,7.42,82.77,166.32,313.95,70.44,83.35,77.95,0,0.24,0,0,0,0,0,0,0.15,0.07,0.01,0,0,0.5,0.01,0,0.61,0.03,0,0,0,0,0,0,0,0.01,0,0.01,0,1.34,-,식품영양성분 자료집,식품의약품안전처
7123,D018342-ZZ-AVG,D018342,음식,품목대표,닭가슴살샐러드,2020,전국(대표),평균,생채및 무침류,샐러드,150,g,-,-,203.24,115.54,10.75,14.23,8.04,4.88,0,2.03,2.51,0.33,0,4.72,61.79,0.71,-,58.21,172.97,383.18,132.24,1.04,0.22,0.57,7.53,5.63,162.68,0,6.44,0.01,0.12,0.17,0.76,45.25,0.24,0.18,10022.7,456.84,798.89,710.3,169.4,465.93,422.32,496.65,266.79,885.47,347.99,55.24,510.19,1071.46,1934.59,484.34,462.3,484,16.27,1.82,0.01,0.01,0.01,0.01,0.02,0.07,1.23,0.41,0.04,0.01,0.05,3.68,0.14,0.05,5,0.7,0.02,0.01,0,0.01,0,0,0,0.05,0.01,0.04,0.01,1.43,-,식품영양성분 자료집,식품의약품안전처
7124,D018343-ZZ-AVG,D018343,음식,품목대표,닭고기냉채,2020,전국(대표),평균,생채및 무침류,기타 생채.무침류,240,g,-,-,215.62,189.76,31.4,4.67,11.99,11.53,8.69,1.31,1.52,0,0,4.89,39.87,1,-,47.43,268.63,481.53,362.94,1.5,0.14,0.26,20.36,11.18,780.21,0,2.48,0.12,0,0.34,0,33.99,0,0,29806.92,1540.88,2504.12,2934.36,808.03,1390.32,1537.77,1704.95,923.65,2256.35,1079.21,41.51,1541.83,3045.54,4722.12,1332.98,1082.37,1360.91,111.16,1.21,0,0,0,0,0,0.02,0.92,0.27,0.01,0.01,0.17,1.5,0.1,0.06,1.15,0.11,0,0.01,0.02,0.07,0,0.01,0,0.02,0.01,0.01,0,2.17,-,식품영양성분 자료집,식품의약품안전처
7125,D018344-ZZ-AVG,D018344,음식,품목대표,도라지생채,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,160,g,-,-,123.97,128.23,3.3,0.82,25.84,8.4,6.67,0.71,1.02,0,0,7.33,55.39,0.67,-,41.29,77.17,258.9,452.91,0.45,0.17,0.18,2.17,0,156.05,0,3.36,0,0,0.08,0.17,13.32,0,1.06,2292.26,56.07,87.43,64.36,23.61,60.82,74.61,79.52,28.16,642.62,40,0,76.88,185.29,670.05,45.63,72.62,84.57,0,0.21,0,0,0,0,0,0,0.15,0.05,0.01,0,0,0.34,0.01,0,0.59,0.02,0,0,0,0,0,0,0,0,0,0,0,1.81,-,식품영양성분 자료집,식품의약품안전처
7126,D018345-ZZ-AVG,D018345,음식,품목대표,도라지오이생채,2020,전국(대표),평균,생채및 무침류,나물.채소류무침,160,g,-,-,76.02,142.63,2.65,2.76,10.14,11.01,0.09,4.25,3.55,0,3.12,4.45,52.54,0.98,-,38.98,77.36,329.87,388.86,0.51,0.14,0.22,2.95,0,340.08,0,3.9,0,0.16,0.11,0.33,13.75,0,1.58,2366.05,83.27,143.85,105.54,28.09,97,88.8,112.61,38.62,312.04,91.65,11.37,110.01,256.03,569.32,101,108.08,108.76,0,0.44,0,0,0,0,0,0.01,0.29,0.13,0.01,0,0,0.88,0.02,0,1.15,0.06,0,0,0,0,0,0,0,0.01,0,0.01,0,1.81,-,식품영양성분 자료집,식품의약품안전처
7127,D018346-ZZ-AVG,D018346,음식,품목대표,도토리묵 무침,2020,전국(대표),평균,생채및 무침류,기타 생채.무침류,200,g,-,-,147.76,168.37,1.85,5.89,21.84,3.63,0,1.84,1.79,0,0,4.03,34.32,0.58,-,24.1,38.5,198.26,637.36,0.25,0.08,0.41,5.75,0,294.99,0,3.54,0.02,0,0.05,1.61,21.7,0,1.09,1366.14,59.18,100.75,70.44,11.11,69.18,62.86,78.35,25.32,69.46,26,0,81.67,144.63,349.55,53.41,95.24,69,0,0.76,0,0,0,0,0,0,0.44,0.3,0.03,0,0.01,1.69,0.05,0.01,1.87,0.03,0,0,0,0,0,0,0,0.02,0.01,0.01,0,2.05,-,식품영양성분 자료집,식품의약품안전처
