시설명,카테고리1,카테고리2,카테고리3,시도 명칭,시군구 명칭,법정읍면동명칭,리 명칭,번지,도로명 이름,건물 번호,위도,경도,우편번호,도로명주소,지번주소,전화번호,평일 운영시간,주말 운영시간,무료주차 가능여부,발렛주차 가능여부,유아의자 대여여부,휠체어 보유여부,애완동물 동반입장 가능여부,채식메뉴 보유여부,할랄음식 여부,글루텐프리 음식여부,최종작성일
코코넛태국음식점,음식점/유흥시설,동남아시아음식,태국,경기도,양주시,옥정동,,1036-4 번지,옥정동로7길,40 번,37.821195,127.096956,11473,경기도 양주시 옥정동로7길 40,경기도 양주시 옥정동  1036-4,0507-1465-3349,"월,수,목,금 11시-22시",토-일 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코로,음식점/유흥시설,동아시아음식,일본 아시아,서울특별시,송파구,방이동,,99-21 번지,올림픽로32길,41 번,37.512932,127.110958,5547,서울특별시 송파구 올림픽로32길 41,서울특별시 송파구 방이동 99-21,0507-1413-0518,"월-수 18시-24시,목,금 18시-02시",토 18시-02시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코이찌방야 대학로점,음식점/유흥시설,인도아시아음식,인도,서울특별시,종로구,동숭동,,1-11 번지,동숭길,136 번,37.583646,127.002801,3084,서울특별시 종로구 동숭길 136,서울특별시 종로구 동숭동  1-11,02-765-5510,월-금 11시-20시30분,토-일 11시-20시30분,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코이찌방야 롯데몰 광명점,음식점/유흥시설,인도아시아음식,인도,경기도,광명시,일직동,,500 번지,일직로,17 번,37.423902,126.884573,14352,경기도 광명시 일직로 17,경기도 광명시 일직동  500,02-6226-2714,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코코하우스,음식점/유흥시설,유럽음식,이탈리아,서울특별시,강남구,논현동,,205-8 번지,봉은사로,143 번,37.506517,127.030238,6122,서울특별시 강남구 봉은사로 143,서울특별시 강남구 논현동  205-8,02-6474-1522,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코쿤캅,음식점/유흥시설,동남아시아음식,기타,서울특별시,서대문구,대현동,,60-11 번지,신촌역로,22-5 번,37.558925,126.94301,3766,서울특별시 서대문구 신촌역로 22-5,서울특별시 서대문구 대현동  60-11,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장가능,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코탈리,음식점/유흥시설,유럽음식,이탈리아,경상남도,김해시,삼계동,,1452-6 번지,삼계로,145 번,35.263878,128.875379,50899,경상남도 김해시 삼계로 145,경상남도 김해시 삼계동  1452-6,0507-1379-1452,화-금 11시30분-21시,토-일 11시30분-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코탈리안 관악1호점,음식점/유흥시설,유럽음식,이탈리아,서울특별시,관악구,봉천동,,1717-3 번지,청림6길,3 번,37.487562,126.959938,8734,서울특별시 관악구 청림6길 3,서울특별시 관악구 봉천동 1717-3,0507-1391-2120,월-금 11시-21시,토 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코티지가든,음식점/유흥시설,유럽음식,이탈리아,경기도,성남시 분당구,백현동,,564-3 번지,판교역로10번길,25 번,37.385886,127.111422,13536,경기도 성남시 분당구 판교역로10번길 25,경기도 성남시 분당구 백현동  564-3,0507-1412-8912,월-금 11시-02시,토-일 11시-02시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코펜바인비스트로,음식점/유흥시설,유럽음식,이탈리아,서울특별시,용산구,이촌동,,301-162 번지,이촌로,319 번,37.517983,126.982651,4424,서울특별시 용산구 이촌로 319,서울특별시 용산구 이촌동  301-162,02-792-8318,월-금 15시-01시,토-일 15시-01시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
코하쿠,음식점/유흥시설,동아시아음식,일본,제주특별자치도,제주시,노형동,,138-2 번지,은수길,108 번,33.467072,126.487567,63091,제주특별자치도 제주시 은수길 108,제주특별자치도 제주시 노형동 138-2,0507-1311-8018,월-금 12시-21시,토 12시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이,음식점/유흥시설,동남아시아음식,태국,경상남도,김해시,외동,,1264 번지,김해대로,2232 번,35.22978,128.871867,50938,경상남도 김해시 김해대로 2232,경상남도 김해시 외동  1264,055-272-1470,월-금 10시30분-20시30분,토-일 10시30분-20시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이,음식점/유흥시설,동남아시아음식,태국,서울특별시,금천구,가산동,,60-20 번지,벚꽃로,266 번,37.478343,126.885187,8511,서울특별시 금천구 벚꽃로 266,서울특별시 금천구 가산동  60-20,02-2067-3845,월-금 11시-21시30분,토-일 11시-21시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이,음식점/유흥시설,동남아시아음식,태국,서울특별시,송파구,신천동,,7-30 번지,송파대로,570 번,37.515804,127.099144,5510,서울특별시 송파구 송파대로 570,서울특별시 송파구 신천동  7-30,02-415-2500,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이,음식점/유흥시설,동남아시아음식,태국,서울특별시,용산구,한강로2가,,424 번지,한강대로,100 번,37.528792,126.968709,4386,서울특별시 용산구 한강대로 100,서울특별시 용산구 한강로2가  424,02-795-6001,월-금 11시-22시,토-일 11시-22시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 동자동점,음식점/유흥시설,동남아시아음식,태국,서울특별시,용산구,동자동,,43-205 번지,청파로,378 번,37.553118,126.970801,4301,서울특별시 용산구 청파로 378,서울특별시 용산구 동자동  43-205,02-365-6001,월-금 10시30분-20시,토-일 10시30분-20시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 롯데아울렛고양점,음식점/유흥시설,동남아시아음식,태국,경기도,고양시 덕양구,도내동,,1003 번지,권율대로,420 번,37.629766,126.863433,10551,경기도 고양시 덕양구 권율대로 420,경기도 고양시 덕양구 도내동  1003,031-8035-2725,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 송파KT점,음식점/유흥시설,동남아시아음식,태국,서울특별시,송파구,신천동,,29-1 번지,잠실로,209 번,37.513862,127.106354,5552,서울특별시 송파구 잠실로 209,서울특별시 송파구 신천동  29-1,0507-1345-1060,월-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 신세계백화점 경기점,음식점/유흥시설,동남아시아음식,태국,경기도,용인시 수지구,죽전동,,1285 번지,포은대로,536 번,37.325187,127.108234,16896,경기도 용인시 수지구 포은대로 536,경기도 용인시 수지구 죽전동  1285,031-695-1928,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 신세계센텀시티몰점,음식점/유흥시설,동남아시아음식,태국,부산광역시,해운대구,우동,,1493 번지,센텀4로,15 번,35.169787,129.127984,48058,부산광역시 해운대구 센텀4로 15,부산광역시 해운대구 우동  1493,051-745-1546,월-금 11시-21시,토-일 11시-21시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 위례스타필드점,음식점/유흥시설,동남아시아음식,태국,경기도,하남시,학암동,,660 번지,위례대로,200 번,37.480185,127.14846,13012,경기도 하남시 위례대로 200,경기도 하남시 학암동  660,정보없음,정보없음,정보없음,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 종로점,음식점/유흥시설,동남아시아음식,태국,서울특별시,종로구,공평동,,17 번지,우정국로,26 번,37.57166,126.983514,3161,서울특별시 종로구 우정국로 26,서울특별시 종로구 공평동  17,0507-1317-5843,월-금 10시30분-22시,토-일 10시30분-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 타임스트림점,음식점/유흥시설,동남아시아음식,태국,서울특별시,관악구,신림동,,1641-2 번지,신림로,330 번,37.48385,126.930231,8777,서울특별시 관악구 신림로 330,서울특별시 관악구 신림동  1641-2,0507-1458-6029,월-금 10시30분-22시,토-일 10시30분-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콘타이 IFC몰점,음식점/유흥시설,동남아시아음식,태국,서울특별시,영등포구,여의도동,,23 번지,국제금융로,10 번,37.525605,126.926659,7326,서울특별시 영등포구 국제금융로 10,서울특별시 영등포구 여의도동  23,02-6137-5554,월-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콤마피자앤파스타,음식점/유흥시설,유럽음식,이탈리아,경상북도,포항시 남구,지곡동,,295 번지,지곡로127번길,30 번,36.019164,129.324569,37673,경상북도 포항시 남구 지곡로127번길 30,경상북도 포항시 남구 지곡동 295,정보없음,월-금 11시-21시,토 11시-21시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콤보하우스,음식점/유흥시설,동남아시아음식,베트남,대구광역시,달성군,다사읍,세천리,1560-14 번지,세천북로8길,5 번,35.878123,128.477847,42922,대구광역시 달성군 세천북로8길 5,대구광역시 달성군 다사읍 세천리 1560-14,0507-1315-6688,월-금 10시30분-23시,토-일 10시30분-23시,무료주차 불가,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콩지팟지,음식점/유흥시설,유럽음식,이탈리아,서울특별시,종로구,재동,,34-1 번지,북촌로,21-15 번,37.578835,126.984377,3060,서울특별시 종로구 북촌로 21-15,서울특별시 종로구 재동 34-1,02-745-2203,월-금 10시-22시,토-일 10시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콴안다오,음식점/유흥시설,동남아시아음식,베트남,서울특별시,강남구,신사동,,516-2 번지,강남대로156길,28-2 번,37.518497,127.021548,6035,서울특별시 강남구 강남대로156길 28-2,서울특별시 강남구 신사동  516-2,0507-1408-1651,월-금 11시-22시,토-일 11시-22시,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
콴안비엣 KDB점,음식점/유흥시설,동남아시아음식,인도,서울특별시,용산구,동자동,,45 번지,한강대로,372 번,37.550661,126.97352,4323,서울특별시 용산구 한강대로 372,서울특별시 용산구 동자동  45,02-6328-0065,월-금 11시-20시30분,토 11시-20시30분,무료주차 가능,발렛주차 불가,유아의자 대여 불가,휠체어 대여 불가,반려동물 동반 입장불가,채식 메뉴 없음,할랄음식 메뉴 없음,글루텐프리 메뉴 없음,2022-11-30
